ENG	FR	eng_stem	fr_stem	ratio_similarity
contraction	contraction	contract	contract	100
contradiction	contradiction	contradict	contradict	100
contradistinction	contradiction	contradistinct	contradict	83
contraindication	contre-indication	contraind	contre-ind	84
contraption	bidule	contrapt	bidul	0
contravention	violation	contravent	violat	25
contribution	contribution	contribut	contribu	94
contrition	contrition	contrit	contrit	100
conurbation	agglomeration	conurb	agglomer	29
convection	convection	convect	convect	100
convention	convention	convent	convent	100
conversation	conversation	convers	convers	100
conviction	conviction	convict	convict	100
convocation	convocation	convoc	convoc	100
convolution	convolution	convolut	convolu	93
cooperation	la cooperation	cooper	la cooper	80
coordination	coordination	coordin	coordin	100
copulation	copulation	copul	copul	100
coronation	couronnement	coron	couron	91
corporation	societe	corpor	societ	17
correction	correction	correct	correct	100
correlation	correlation	correl	correl	100
corroboration	corroboration	corrobor	corrobor	100
corruption	la corruption	corrupt	la corrupt	82
counterrevolution	contre-revolution	counterrevolut	contre-revolu	74
creation	creation	creation	creation	88
cremation	incineration	cremat	inciner	31
crenellation	crenelage	crenel	crenelag	71
criminalisation	criminalisation	criminalis	criminalis	100
crossexamination	examen croise	crossexamin	examen crois	43
crossfertilisation	fertilisation croisee	crossfertilis	fertilisation crois	50
crosssection	la Coupe transversale	crosssect	la coupe transversal	28
crystallisation	cristallisation	crystallis	cristallis	90
culmination	culmination	culmin	culmin	100
cultivation	cultivation	cultiv	cultiv	100
customisation	personnalisation	customis	personnalis	42
damnation	damnation	damnat	damnat	100
deactivation	desactivation	deactiv	desactiv	80
decapitation	decapitation	decapit	decapit	86
deceleration	ralentissement	deceler	ralent	31
decentralisation	decentralisation	decentralis	decentralis	91
deception	tromperie	decept	tromper	15
decimalisation	decimalisation	decimalis	decimalis	89
decimation	decimation	decim	decim	80
declamation	declamation	declam	declam	83
declaration	declaration	declar	declar	83
declassification	declassification	declassif	declassif	89
declination	declinaison	declin	declinaison	59
decolonisation	decolonisation	decolonis	decolonis	89
decomposition	decomposition	decomposit	decomposit	90
deconstruction	deconstruction	deconstruct	deconstruct	91
decontamination	decontamination	decontamin	decontamin	90
deconvolution	deconvolution	deconvolut	deconvolu	84
decoration	decoration	decor	decor	80
decriminalisation	decriminalisation	decriminalis	decriminalis	92
decryption	decryptage	decrypt	decryptag	75
dedication	devouement	dedic	devou	20
deduction	deduction	deduct	deduct	83
defamation	diffamation	defam	diffam	73
defection	defection	defect	defect	83
defenestration	defenestration	defenestr	defenestr	89
definition	definition	definit	definit	86
deflation	deflation	deflat	deflat	83
deflection	deviation	deflect	deviat	31
defoliation	defoliation	defoli	defoli	83
deforestation	la deforestation	deforest	la deforest	74
deformation	deformation	deform	deform	83
defragmentation	defragmentation	defragment	defragment	90
degeneration	degenerescence	degener	degenerescent	40
degradation	degradation	degrad	degrad	83
dehydration	deshydratation	dehydr	deshydrat	67
deification	deification	deific	deifiqu	62
dejection	abattement	deject	abatt	18
delectation	delectation	delect	delect	83
delegation	delegation	deleg	deleg	80
deletion	effacement	delet	effac	20
deliberation	deliberation	deliber	deliber	86
delineation	delimitation	delin	delimit	50
demagnetisation	demagnetisation	demagnetis	demagnetis	80
demarcation	demarcation	demarc	demarc	83
demilitarisation	demilitarisation	demilitaris	demilitaris	91
demobilisation	demobilisation	demobilis	demobilis	89
democratisation	democratisation	democratis	democratis	90
demolition	demolition	demolit	demolit	86
demonstration	manifestation	demonstr	manifest	38
demoralisation	demoralisation	demoralis	demoralis	89
demotion	retrogradation	demot	retrograd	14
demystification	demystification	demystif	demystif	88
denationalisation	denationalisation	denationalis	denationalis	92
denigration	denigrement	denigr	denigr	83
denomination	denomination	denomin	denomin	86
denotation	denotation	denot	denot	80
dentition	dentition	dentit	dentit	100
denudation	denudation	denud	denud	80
denunciation	denonciation	denunci	denonci	71
depersonalisation	depersonnalisation	depersonalis	depersonnalis	88
depiction	representation	depict	represent	40
depletion	epuisement	deplet	epuis	18
depolarisation	depolarisation	depolaris	depolaris	89
depoliticisation	depolitisation	depoliticis	depolitis	80
depopulation	depeuplement	depopul	depeupl	57
deportation	deportation	deport	deport	83
deposition	deposition	deposit	deposit	86
deprecation	desapprobation	deprec	desapprob	40
depreciation	depreciation	depreci	depreci	71
depredation	depredation	depred	depred	83
deprivation	privation	depriv	privat	67
deputation	deputation	deput	deput	80
deregulation	dereglementation	deregul	dereglement	33
dereliction	abandon	derelict	abandon	13
derivation	derivation	deriv	deriv	80
derogation	derogation	derog	derog	80
desalination	dessalement	desalin	dessal	77
description	la description	descript	la descript	84
desecration	profanation	desecr	profan	17
desegregation	desegregation	desegreg	desegreg	75
desertification	desertification	desertif	desertif	88
desertion	desertion	desert	desert	83
desiccation	dessiccation	desicc	dessicc	92
designation	la designation	design	la design	67
desolation	desolation	desol	desol	80
desorption	desorption	desorpt	desorpt	86
desperation	desespoir	desper	desespoir	67
dessication	dessiccation	dessic	dessicc	92
destabilisation	destabilisation	destabilis	destabilis	90
destination	destination	destin	destin	100
destitution	misere	destitut	miser	15
destruction	destruction	destruct	destruct	100
detection	detection	detect	detect	83
detention	retenue	detent	retenu	67
deterioration	deterioration	deterior	deterior	75
determination	determination	determin	determin	88
detestation	haine	detest	hain	0
detonation	detonation	deton	deton	80
detoxification	desintoxication	detoxif	desintox	53
detraction	detraction	detract	detract	86
devaluation	devaluation	devalu	devalu	83
devastation	devastation	devast	devast	83
deviation	deviation	deviat	deviat	83
devolution	devolution	devolut	devolu	77
devotion	devouement	devot	devou	60
dictation	Dictation	dictat	dictat	100
diction	diction	diction	diction	100
differentiation	differenciation	differenti	differenci	80
diffraction	diffraction	diffract	diffract	100
digestion	digestion	digest	digest	100
digitisation	numerisation	digitis	numeris	29
dilapidation	delabrement	dilapid	delabr	46
dilatation	dilatation	dilat	dilat	100
dilation	dilatation	dilat	dilat	100
dilution	dilution	dilut	dilut	100
diminution	diminution	diminut	diminu	92
direction	direction	direct	direct	100
disaffection	desaffection	disaffect	desaffect	89
disaffiliation	desaffiliation	disaffili	desaffili	89
disaggregation	desagregation	disaggreg	desagreg	82
disambiguation	homonymie	disambigu	homonym	12
disapprobation	desapprobation	disapprob	desapprob	89
disassociation	dissociation	disassoci	dissoci	88
discolouration	decoloration	discolour	decolor	75
disconnection	coupure	disconnect	coupur	25
disconsolation	disconsolation	disconsol	disconsol	100
discontinuation	arret	discontinu	arret	13
discretion	discretion	discret	discret	100
discrimination	discrimination	discrimin	discrimin	100
disembarkation	debarquement	disembark	debarqu	50
disinclination	repugnance	disinclin	repugn	13
disinfection	desinfection	disinfect	desinfect	89
disinformation	desinformation	disinform	desinform	89
disintegration	desintegration	disintegr	desintegr	89
disjunction	disjonction	disjunct	disjonct	88
dislocation	dislocation	disloc	disloc	100
disorganisation	desorganisation	disorganis	desorganis	90
disorientation	desorientation	disorient	desorient	89
dispensation	dispense	dispens	dispens	100
disposition	disposition	disposit	disposit	100
disputation	dispute	disput	disput	100
disqualification	disqualification	disqualif	disqualif	100
disquisition	discours	disquisit	discour	50
disruption	perturbation	disrupt	perturb	29
dissatisfaction	insatisfaction	dissatisfact	insatisfact	87
dissection	dissection	dissect	dissect	100
dissemination	dissemination	dissemin	dissemin	88
dissertation	these	dissert	thes	18
dissimulation	dissimulation	dissimul	dissimul	100
dissipation	dissipation	dissip	dissip	100
dissociation	dissociation	dissoci	dissoci	100
dissolution	dissolution	dissolut	dissolu	93
distillation	distillation	distil	distill	92
distinction	distinction	distinct	distinct	100
distortion	Distorsion	distort	distors	86
distraction	distraction	distract	distract	100
distribution	Distribution	distribut	distribu	94
diversification	diversification	diversif	diversif	100
divination	divination	divin	divin	100
documentation	Documentation	document	document	100
domestication	domestication	domest	domest	100
domination	domination	domin	domin	100
donation	don	donat	don	75
dramatisation	dramatisation	dramatis	dramatis	100
duplication	reproduction	duplic	reproduct	40
duration	duree	durat	dur	75
dysfunction	dysfonctionnement	dysfunct	dysfonction	74
economisation	economisation	economis	economis	88
edification	edification	edif	edif	75
edition	edition	edit	edit	75
education	education	educ	educ	75
eduction	education	educt	educ	67
eigenfunction	fonction propre	eigenfunct	fonction propr	33
ejection	ejection	eject	eject	80
elaboration	elaboration	elabor	elabor	83
elation	allegresse	elat	allegress	15
election	election	elect	elect	80
electrification	electrification	electrif	electrif	88
electrocution	electrocution	electrocut	electrocu	84
elevation	elevation	elev	elev	75
elicitation	elicitation	elicit	elicit	83
elimination	elimination	elimin	elimin	83
elocution	elocution	elocut	elocu	73
elongation	elongation	elong	elong	80
elucidation	elucidation	elucid	elucid	83
elution	elution	elut	elut	75
emaciation	emaciation	emaci	emaci	80
emanation	emanation	eman	eman	75
emancipation	emancipation	emancip	emancip	86
emasculation	emasculation	emascul	emascul	86
embarkation	embarquement	embark	embarqu	77
embrocation	embrocation	embroc	embroc	100
emendation	correction	emend	correct	17
emigration	emigration	emigr	emigr	80
emotion	emotion	emot	emot	75
emulation	emulation	emul	emul	75
encapsulation	encapsulation	encapsul	encapsul	100
encrustation	incrustation	encrust	incrust	86
encryption	chiffrement	encrypt	chiffr	31
enumeration	enumeration	enumer	enumer	83
enunciation	enonciation	enunci	enonci	67
equalisation	egalisation	equalis	egalis	62
equation	equation	equat	equat	80
equilibration	equilibration	equilibr	equilibr	88
equipartition	equipartition	equipartit	equipartit	90
equivocation	equivoque	equivoc	equivoqu	67
eradication	eradication	erad	erad	75
erection	erection	erect	erect	80
erudition	erudition	erudit	erudit	83
eruption	eruption	erupt	erupt	80
escalation	escalade	escal	escalad	83
estimation	estimation	estim	estim	100
evacuation	evacuation	evacu	evacu	80
evaluation	evaluation	evalu	evalu	80
evangelisation	evangelisation	evangelis	evangelis	78
evaporation	evaporation	evapor	evapor	83
eviction	expulsion	evict	expuls	18
evocation	evocation	evoc	evoc	75
evolution	evolution	evolut	evolu	73
exacerbation	exacerbation	exacerb	exacerb	100
exaction	exaction	exact	exact	100
exaggeration	exageration	exagger	exager	92
exaltation	exaltation	exalt	exalt	100
examination	examen	examin	examen	83
exasperation	exasperation	exasper	exasper	100
excavation	les fouilles	excav	les fouill	13
exception	exception	except	except	100
excitation	excitation	excit	excit	100
exclamation	exclamation	exclam	exclam	100
excommunication	excommunication	excommun	excommun	100
excruciation	excruciation	excruci	excruci	100
execution	execution	execut	execu	73
exemplification	exemplification	exemplif	exemplif	100
exemption	exemption	exempt	exempt	100
exertion	effort	exert	effort	55
exfoliation	exfoliation	exfoli	exfoli	100
exhalation	exhalation	exhal	exhal	100
exhaustion	epuisement	exhaust	epuis	33
exhibition	exposition	exhibit	exposit	57
exhilaration	euphorie	exhilar	euphor	46
exhortation	exhortation	exhort	exhort	100
exhumation	exhumation	exhum	exhum	100
exoneration	exoneration	exoner	exoner	100
expectation	attente	expect	attent	33
expectoration	expectoration	expector	expector	100
expedition	expedition	expedit	expedit	86
experimentation	experimentation	experiment	experiment	90
expiation	expiation	expiat	expiat	100
expiration	expiration	expir	expir	100
explanation	explication	explan	expliqu	62
explication	explication	explic	expliqu	77
exploitation	exploitation	exploit	exploit	100
exploration	exploration	explor	explor	100
exponentiation	exponentiation	exponenti	exponenti	100
exposition	exposition	exposit	exposit	100
expostulation	expostulation	expostul	expostul	100
expropriation	expropriation	expropri	expropri	100
extenuation	attenuation	extenu	attenu	50
extermination	extermination	extermin	extermin	100
extinction	extinction	extinct	extinct	100
extirpation	extirpation	extirp	extirp	100
extortion	extorsion	extort	extors	83
extraction	extraction	extract	extract	100
extradition	extradition	extradit	extradit	100
extrapolation	extrapolation	extrapol	extrapol	100
extrication	desincarceration	extric	desincarcer	24
exultation	exultation	exult	exult	100
fabrication	fabrication	fabric	fabriqu	77
facilitation	facilitation	facilit	facilit	100
faction	faction	faction	faction	100
factorisation	factorisation	factoris	factoris	100
falsification	falsification	falsif	falsif	100
familiarisation	familiarisation	familiaris	familiaris	100
fascination	fascination	fascin	fascin	100
federation	federation	feder	feder	80
felicitation	felicitations	felicit	felicit	86
fermentation	fermentation	ferment	ferment	100
fertilisation	fertilisation	fertilis	fertilis	100
fibrillation	fibrillation	fibril	fibrill	92
fiction	fiction	fiction	fiction	100
figuration	figuration	figur	figur	100
filtration	filtration	filtrat	filtrat	100
finalisation	finalisation	finalis	finalis	100
fixation	fixation	fixat	fixat	100
flagellation	flagellation	flagel	flagel	100
flirtation	flirtation	flirtat	flirtat	100
flotation	flottation	flotat	flottat	92
fluctuation	fluctuation	fluctuat	fluctuat	100
fluoridation	fluoration	fluorid	fluorat	71
formalisation	formalisation	formalis	formalis	100
formation	formation	format	format	100
formulation	formulation	formul	formul	100
fornication	fornication	fornic	forniqu	77
fortification	fortification	fortif	fortif	100
foundation	fondation	foundat	fondat	92
fraction	fraction	fraction	fraction	100
fractionation	fractionnement	fraction	fraction	100
fragmentation	fragmentation	fragment	fragment	100
friction	friction	friction	friction	100
fruition	realisation	fruition	realis	29
frustration	frustration	frustrat	frustrat	100
fulmination	fulmination	fulmin	fulmin	100
fumigation	fumigation	fumig	fumig	100
function	une fonction	function	une fonct	47
generalisation	generalisation	generalis	generalis	78
generation	generation	gener	gener	80
gentrification	gentrification	gentrif	gentrif	100
germination	germination	germin	germin	100
gestation	gestation	gestat	gestat	100
gesticulation	gesticulation	gesticul	gesticul	100
glaciation	glaciation	glaciat	glaciat	100
globalisation	globalisation	globalis	globalis	100
glorification	glorification	glorif	glorif	100
gradation	gradation	gradat	gradat	100
graduation	l'obtention du diplôme	graduat	l'obtention du diplôm	14
granulation	granulation	granul	granul	100
gratification	gratification	gratif	gratif	100
gravitation	gravitation	gravit	gravit	100
gyration	giration	gyrat	girat	80
habitation	habitation	habit	habit	100
habituation	accoutumance	habitu	accoutum	43
hallucination	hallucination	hallucin	hallucin	100
harmonisation	harmonisation	harmonis	harmonis	100
hesitation	hesitation	hesit	hesit	80
hibernation	hibernation	hibern	hibern	100
homogenisation	homogeneisation	homogenis	homogeneis	84
hospitalisation	hospitalisation	hospitalis	hospitalis	100
humiliation	humiliation	humili	humili	100
hybridisation	hybridation	hybridis	hybrid	86
hydration	l'hydratation	hydrat	l'hydrat	86
hydrogenation	hydrogenation	hydrogen	hydrogen	100
hyperinflation	hyperinflation	hyperinfl	hyperinfl	100
hyperventilation	hyperventilation	hyperventil	hyperventil	100
hyphenation	cesure	hyphen	cesur	0
idealisation	idealisation	idealis	idealis	86
identification	identification	identif	identif	100
idolisation	idolisation	idolis	idolis	100
ignition	allumage	ignit	allumag	17
illumination	eclairage	illumin	eclairag	13
illustration	illustration	illustr	illustr	100
imagination	imagination	imagin	imagin	100
imitation	imitation	imit	imit	100
immigration	immigration	immigr	immigr	100
immobilisation	immobilisation	immobilis	immobilis	100
immolation	immolation	immol	immol	100
immunisation	immunisation	immunis	immunis	100
impaction	impaction	impact	impact	100
imperfection	imperfection	imperfect	imperfect	100
impersonation	imitation	imperson	imit	33
implantation	implantation	implant	implant	100
implementation	la mise en oeuvre	implement	la mise en oeuvr	32
implication	implication	implic	impliqu	77
importation	importation	import	import	100
imposition	imposition	imposit	imposit	100
imprecation	imprecation	imprec	imprec	100
impregnation	impregnation	impregn	impregn	100
improvisation	improvisation	improvis	improvis	100
imputation	imputation	imput	imput	100
inaction	inaction	inact	inact	100
inactivation	inactivation	inactiv	inactiv	100
inattention	inattention	inattent	inattent	100
inauguration	inauguration	inaugur	inaugur	100
incantation	incantation	incant	incant	100
incapacitation	incapacite	incapacit	incapac	88
incarceration	incarceration	incarcer	incarcer	100
incarnation	incarnation	incarn	incarn	100
inception	debut	incept	debut	18
incineration	incineration	inciner	inciner	100
inclination	inclination	inclin	inclin	100
incorporation	incorporation	incorpor	incorpor	100
incrementation	incrementation	increment	increment	89
incrimination	incrimination	incrimin	incrimin	100
incubation	incubation	incub	incub	100
inculcation	inculcation	inculc	inculc	100
indentation	echancrure	indent	echancrur	13
indexation	indexation	index	index	100
indication	indication	indic	indiqu	73
indigestion	indigestion	indigest	indigest	100
indignation	indignation	indign	indign	100
indirection	indirection	indirect	indirect	100
indiscretion	indiscretion	indiscret	indiscret	100
indisposition	indisposition	indisposit	indisposit	100
individuation	individualisation	individu	individualis	80
indoctrination	endoctrinement	indoctrin	endoctrin	89
induction	induction	induct	induct	100
industrialisation	industrialisation	industrialis	industrialis	100
inebriation	enivrement	inebri	enivr	36
infarction	infarctus	infarct	infarctus	88
infatuation	engouement	infatu	engou	36
infection	infection	infect	infect	100
infestation	infestation	infest	infest	100
infiltration	infiltration	infiltr	infiltr	100
inflammation	inflammation	inflamm	inflamm	100
inflation	inflation	inflat	inflat	100
inflection	inflexion	inflect	inflexion	62
infliction	affliction	inflict	afflict	71
information	informations	inform	inform	100
infraction	infraction	infract	infract	100
ingestion	ingestion	ingest	ingest	100
inhalation	inhalation	inhal	inhal	100
inhibition	inhibition	inhibit	inhibit	100
initialisation	initialisation	initialis	initialis	100
initiation	initiation	initi	initi	100
injection	injection	inject	inject	100
injunction	injonction	injunct	injonct	86
innervation	innervation	innerv	innerv	100
innovation	innovation	innov	innov	100
inoculation	inoculation	inocul	inocul	100
inquisition	inquisition	inquisit	inquisit	100
inscription	une inscription	inscript	une inscript	80
insemination	insemination	insemin	insemin	86
insertion	insertion	insert	insert	100
insinuation	insinuation	insinu	insinu	100
inspection	inspection	inspect	inspect	100
inspiration	inspiration	inspir	inspir	100
installation	installation	instal	install	92
instantiation	instanciation	instanti	instanci	88
instigation	instigation	instig	instig	100
instillation	instillation	instil	instill	92
institution	institution	institut	institu	93
institutionalisation	institutionnalisation	institutionalis	institutionnalis	97
instruction	instruction	instruct	instruct	100
instrumentation	instrumentation	instrument	instrument	100
insubordination	insubordination	insubordin	insubordin	100
insulation	isolation	insul	isol	67
insurrection	insurrection	insurrect	insurrect	100
integration	l'integration	integr	l'integr	86
intensification	intensification	intensif	intensif	100
intention	intention	intent	intent	100
interaction	interaction	interact	interact	100
interception	interception	intercept	intercept	100
intercommunication	intercommunication	intercommun	intercommun	100
interconnection	interconnexion	interconnect	interconnexion	77
interjection	interjection	interject	interject	100
internalisation	internalisation	internalis	internalis	100
internationalisation	internationalisation	internationalis	internationalis	100
interpellation	interpellation	interpel	interpel	100
interpenetration	interpenetration	interpenetr	interpenetr	91
interpolation	interpolation	interpol	interpol	100
interposition	interposition	interposit	interposit	100
interpretation	interpretation	interpret	interpret	100
interrelation	interrelation	interrel	interrel	100
interrogation	interrogatoire	interrog	interrogatoir	76
interruption	interruption	interrupt	interrupt	100
intersection	intersection	intersect	intersect	100
intervention	intervention	intervent	intervent	100
intimation	intimation	intim	intim	100
intimidation	intimidation	intimid	intimid	100
intonation	intonation	inton	inton	100
intoxication	intoxication	intox	intox	100
introduction	introduction	introduct	introduct	100
introspection	introspection	introspect	introspect	100
intuition	intuition	intuit	intuit	100
inundation	inondation	inund	inond	80
invalidation	annulation	invalid	annul	33
invention	invention	invent	invent	100
investigation	enquete	investig	enquet	29
invitation	invitation	invit	invit	100
invocation	invocation	invoc	invoc	100
involution	involution	involut	involu	92
ionisation	ionisation	ionis	ionis	100
irradiation	irradiation	irradi	irradi	100
irresolution	irresolution	irresolut	irresolu	82
irrigation	irrigation	irrig	irrig	100
irritation	irritation	irrit	irrit	100
irruption	irruption	irrupt	irrupt	100
isolation	isolation	isol	isol	100
italicisation	italique	italicis	ital	67
iteration	iteration	iter	iter	100
jubilation	jubilation	jubil	jubil	100
junction	jonction	junction	jonction	88
jurisdiction	juridiction	jurisdict	juridict	94
justification	justification	justif	justif	100
juxtaposition	juxtaposition	juxtaposit	juxtaposit	100
laceration	laceration	lacer	lacer	100
lactation	lactation	lactat	lactat	100
lamentation	lamentation	lament	lament	100
lamination	laminage	lamin	laminag	83
lateralisation	lateralisation	lateralis	lateralis	89
legalisation	legalisation	legalis	legalis	86
legation	legation	legat	legat	80
legislation	legislation	legisl	legisl	83
legitimation	legitimation	legitim	legitim	86
legitimisation	legitimation	legitimis	legitim	75
levitation	levitation	levit	levit	80
libation	libation	libat	libat	100
liberalisation	liberalisation	liberalis	liberalis	89
liberation	liberation	liber	liber	100
limitation	limitation	limit	limit	100
liquefaction	liquefaction	liquefact	liquefact	89
liquidation	liquidation	liquid	liquid	100
litigation	litige	litig	litig	100
localisation	localisation	localis	localis	100
location	emplacement	locat	emplac	36
locomotion	locomotion	locomot	locomot	100
lotion	lotion	lotion	lotion	100
lubrication	lubrification	lubric	lubrif	83
machination	machination	machin	machin	100
magnetisation	aimantation	magnetis	aimant	57
magnification	grossissement	magnif	gross	18
maladministration	mauvaise administration	maladministr	mauvaise administr	73
malefaction	malfaction	malefact	malfact	93
malformation	malformation	malform	malform	100
malfunction	mauvais fonctionnement	malfunct	mauvais fonction	50
malnutrition	malnutrition	malnutrit	malnutrit	100
manifestation	manifestation	manifest	manifest	100
manipulation	manipulation	manipul	manipul	100
marginalisation	marginalisation	marginalis	marginalis	100
mastication	mastication	mastic	mastiqu	77
materialisation	materialisation	materialis	materialis	90
matriculation	immatriculation	matricul	immatricul	89
maturation	maturation	matur	matur	100
maximisation	maximisation	maximis	maximis	100
mechanisation	mecanisation	mechanis	mecanis	80
mediation	la mediation	mediat	la medi	46
medication	des medicaments	medic	des medic	57
meditation	meditation	medit	medit	80
memorisation	memorisation	memoris	memoris	86
menstruation	menstruation	menstruat	menstruat	100
mention	mention	mention	mention	100
metrication	metrication	metric	metriqu	62
micturition	miction	micturit	miction	67
migration	migration	migrat	migrat	100
militarisation	militarisation	militaris	militaris	100
mineralisation	mineralisation	mineralis	mineralis	89
miniaturisation	miniaturisation	miniaturis	miniaturis	100
minimisation	minimisation	minimis	minimis	100
ministration	administration	ministr	administr	88
misapplication	mauvaise application	misappl	mauvaise appl	70
misappropriation	detournement	misappropri	detourn	11
miscalculation	erreur de calcul	miscalcul	erreur de calcul	48
miscegenation	metissage	miscegen	metissag	50
misconception	idee fausse	misconcept	idee fauss	20
misconfiguration	mauvaise configuration	misconfigur	mauvaise configur	79
misdirection	mauvaise direction	misdirect	mauvaise direct	75
misidentification	identification erronee	misidentif	identification erron	47
misinformation	desinformation	misinform	desinform	78
misinterpretation	interpretation erronee	misinterpret	interpretation erron	50
mispronunciation	prononciation incorrecte	mispronunci	prononciation incorrect	41
misquotation	citation inexacte	misquot	citation inexact	26
misrepresentation	fausse declaration	misrepresent	fausse declar	24
mistranslation	erreur de traduction	mistransl	erreur de traduct	23
mitigation	attenuation	mitig	attenu	18
mobilisation	la mobilisation	mobilis	la mobilis	82
moderation	moderation	moder	moder	100
modernisation	modernisation	modernis	modernis	100
modification	modification	modif	modif	100
modularisation	modularisation	modularis	modularis	100
modulation	modulation	modul	modul	100
molestation	attentat à la pudeur	molest	attentat à la pudeur	15
monition	monition	monit	monit	100
monopolisation	monopolisation	monopolis	monopolis	100
mortification	mortification	mortif	mortif	100
motion	mouvement	motion	mouv	40
motivation	motivation	motiv	motiv	100
multifunction	multifonction	multifunct	multifonct	90
multiplication	multiplication	multipl	multipl	100
mummification	momification	mummif	momif	73
munition	munition	munit	munit	100
mutation	mutation	mutat	mutat	100
mutilation	mutilation	mutil	mutil	100
mystification	mystification	mystif	mystif	100
narration	narration	narrat	narrat	100
nation	nation	nation	nation	100
nationalisation	nationalisation	nationalis	nationalis	100
naturalisation	naturalisation	naturalis	naturalis	100
navigation	la navigation	navig	la navig	77
negation	negation	negat	negat	80
negotiation	negociation	negoti	negoci	67
neutralisation	neutralisation	neutralis	neutralis	100
nomination	nomination	nomin	nomin	100
nonintervention	non-intervention	nonintervent	non-intervent	96
nonparticipation	pas de participation	nonparticip	pas de particip	62
normalisation	normalisation	normalis	normalis	100
notation	notation	notat	notat	100
notification	notification	notif	notif	100
notion	notion	notion	notion	100
nullification	annulation	nullif	annul	55
nutation	nutation	nutat	nutat	100
nutrition	nutrition	nutrit	nutrit	100
obfuscation	obscurcissement	obfusc	obscurc	62
objection	objection	object	object	100
obligation	obligation	oblig	oblig	100
obliteration	obliteration	obliter	obliter	100
obscuration	obscurcissement	obscur	obscurc	92
observation	observation	observ	observ	100
obstruction	obstruction	obstruct	obstruct	100
occupation	Occupation	occup	occup	100
operation	operation	oper	oper	100
opposition	opposition	opposit	opposit	100
optimisation	optimisation	optimis	optimis	100
option	option	option	option	100
oration	discours solennel	orat	discours solennel	19
orchestration	orchestration	orchestr	orchestr	100
ordination	ordination	ordin	ordin	100
organisation	organisation	organis	organis	100
orientation	orientation	orient	orient	100
origination	creation	origin	creation	29
ornamentation	ornementation	ornament	ornement	88
oscillation	oscillation	oscil	oscill	91
ossification	ossification	ossif	ossif	100
ostentation	ostentation	ostent	ostent	100
outstation	outstation	outstat	outstat	100
ovation	ovation	ovat	ovat	100
overallocation	surutilisation	overalloc	surutilis	22
overestimation	surestimation	overestim	surestim	71
overpopulation	surpopulation	overpopul	surpopul	71
overproduction	surproduction	overproduct	surproduct	76
overreaction	reaction exageree	overreact	reaction exager	33
oversimplification	simplification excessive	oversimplif	simplification excess	44
ovulation	ovulation	ovul	ovul	100
oxidation	oxydation	oxid	oxyd	75
oxidisation	oxydation	oxidis	oxyd	60
oxygenation	oxygenation	oxygen	oxygen	100
pacification	pacification	pacif	pacif	100
pagination	pagination	pagin	pagin	100
palpitation	palpitation	palpit	palpit	100
parametrisation	parametrage	parametris	parametrag	70
participation	participation	particip	particip	100
partition	cloison	partit	cloison	15
pasteurisation	pasteurisation	pasteuris	pasteuris	100
patination	patination	patin	patin	100
patronisation	patronisation	patronis	patronis	100
pedestrianisation	pietonisation	pedestrianis	pietonis	50
penalisation	penalisation	penalis	penalis	86
penetration	penetration	penetr	penetr	83
perception	la perception	percept	la percept	82
percolation	percolation	percol	percol	100
perdition	perdition	perdit	perdit	100
perfection	la perfection	perfect	la perfect	82
perforation	perforation	perfor	perfor	100
permeation	penetration	permeat	penetr	46
permutation	permutation	permut	permut	100
peroration	peroraison	peror	peroraison	53
perpetration	perpetration	perpetr	perpetr	100
perpetuation	perpetuation	perpetu	perpetu	86
persecution	persecution	persecut	persecu	80
personalisation	personnalisation	personalis	personnalis	95
personification	personnification	personif	personnif	94
perspiration	transpiration	perspir	transpir	67
perturbation	perturbation	perturb	perturb	100
petition	petition	petit	petit	80
petrification	petrification	petrif	petrif	83
pigmentation	pigmentation	pigment	pigment	100
plantation	plantation	plantat	plantat	100
pluralisation	pluralisation	pluralis	pluralis	100
polarisation	polarisation	polaris	polaris	100
politicisation	politisation	politicis	politis	88
pollination	pollinisation	pollin	pollinis	86
pollution	la pollution	pollut	la pollu	71
polymerisation	polymerisation	polymeris	polymeris	89
pontification	pontification	pontif	pontif	100
popularisation	vulgarisation	popularis	vulgaris	71
population	population	popul	popul	100
portion	portion	portion	portion	100
position	positionner	posit	position	77
postulation	postulation	postul	postul	100
potion	potion	potion	potion	100
precaution	precaution	precaut	precaut	86
precipitation	precipitation	precipit	precipit	88
precognition	preconnaissance	precognit	preconnaiss	60
preconception	preconception	preconcept	preconcept	90
precondition	condition prealable	precondit	condition preal	50
predation	predation	predat	predat	83
predestination	predestination	predestin	predestin	89
predetermination	predetermination	predetermin	predetermin	82
prediction	prediction	predict	predict	86
predilection	predilection	predilect	predilect	89
predisposition	predisposition	predisposit	predisposit	91
prefabrication	prefabrication	prefabr	prefabr	86
premeditation	premeditation	premedit	premedit	75
premonition	premonition	premonit	premonit	88
preoccupation	preoccupation	preoccup	preoccup	88
preparation	preparation	prepar	prepar	83
preposition	preposition	preposit	preposit	88
prescription	prescription	prescript	prescript	100
presentation	presentation	present	present	86
preservation	preservation	preserv	preserv	86
prestidigitation	prestidigitation	prestidigit	prestidigit	100
presumption	presomption	presumpt	presompt	75
presupposition	presupposition	presupposit	presupposit	91
prevarication	tergiversation	prevar	tergivers	40
prevention	la prevention	prevent	la prevent	71
prioritisation	priorisation	prioritis	prioris	88
privation	privation	privat	privat	100
